,sector1,sector2,sector3,sector4,sector5,sector6,sector7,sector8,sector9,sector10,sector11,sector12,sector13,sector14,sector15,sector16,sector17,sector18,sector19,sector20,sector21,sector22,sector23,sector24,sector25,sector26,sector27,sector28,sector29,sector30
45,0.0,56.0,124.0,34.0,295.0,0.0,0.0,0.0,0.0,0.0,213.0,395.0,75.0,0.0,0.0,0.0,0.0,191.0,0.0,1139.0,248.0,644.0,272.0,470.0,418.0,0.0,275.0,1900.0,674.0,0.0
46,20.0,0.0,108.0,46.0,251.0,0.0,0.0,0.0,0.0,0.0,186.0,320.0,56.0,0.0,0.0,0.0,0.0,104.0,0.0,1056.0,189.0,490.0,250.0,579.0,454.0,13.0,223.0,1817.0,620.0,12.0
47,0.0,20.0,80.0,51.0,231.0,0.0,0.0,0.0,0.0,0.0,101.0,388.0,148.0,0.0,0.0,12.0,0.0,177.0,0.0,987.0,172.0,453.0,234.0,397.0,403.0,11.0,259.0,1473.0,625.0,0.0
48,0.0,20.0,81.0,38.0,356.0,0.0,0.0,0.0,0.0,21.0,78.0,511.0,67.0,0.0,89.0,0.0,0.0,156.0,0.0,1169.0,180.0,568.0,189.0,463.0,454.0,35.0,318.0,1358.0,573.0,0.0
49,0.0,34.0,89.0,51.0,379.0,0.0,0.0,0.0,0.0,0.0,142.0,420.0,80.0,18.0,33.0,32.0,0.0,191.0,0.0,1037.0,179.0,545.0,168.0,477.0,543.0,0.0,288.0,1407.0,615.0,0.0
50,0.0,17.0,83.0,25.0,262.0,0.0,20.0,0.0,0.0,0.0,65.0,308.0,74.0,0.0,0.0,48.0,0.0,118.0,40.0,1011.0,198.0,524.0,219.0,551.0,418.0,0.0,364.0,1401.0,526.0,0.0
51,0.0,20.0,25.0,42.0,280.0,0.0,0.0,0.0,0.0,0.0,105.0,329.0,73.0,0.0,0.0,13.0,19.0,135.0,0.0,1116.0,206.0,482.0,211.0,481.0,456.0,13.0,317.0,1293.0,638.0,0.0
52,0.0,42.0,55.0,23.0,405.0,0.0,0.0,0.0,0.0,0.0,92.0,522.0,33.0,0.0,0.0,0.0,0.0,89.0,10.0,1130.0,227.0,549.0,216.0,427.0,480.0,14.0,227.0,1234.0,625.0,0.0
53,0.0,21.0,82.0,23.0,412.0,0.0,0.0,0.0,0.0,0.0,138.0,502.0,34.0,0.0,28.0,17.0,0.0,133.0,10.0,1101.0,150.0,589.0,174.0,402.0,644.0,0.0,243.0,1134.0,584.0,0.0
54,0.0,21.0,52.0,33.0,350.0,0.0,15.0,0.0,0.0,0.0,83.0,385.0,89.0,0.0,30.0,17.0,16.0,89.0,14.0,1152.0,112.0,506.0,154.0,441.0,699.0,12.0,251.0,1048.0,567.0,0.0
55,0.0,37.0,74.0,45.0,345.0,0.0,0.0,0.0,0.0,0.0,136.0,340.0,57.0,0.0,0.0,0.0,0.0,180.0,27.0,1029.0,134.0,441.0,149.0,515.0,1001.0,15.0,299.0,1174.0,716.0,0.0
56,0.0,20.0,13.0,15.0,317.0,0.0,0.0,0.0,0.0,0.0,211.0,287.0,30.0,0.0,20.0,0.0,0.0,177.0,0.0,934.0,115.0,622.0,207.0,511.0,874.0,25.0,390.0,1373.0,750.0,0.0
57,0.0,19.0,13.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,135.0,572.0,23.0,0.0,0.0,0.0,0.0,159.0,0.0,973.0,90.0,519.0,241.0,456.0,813.0,0.0,347.0,1225.0,812.0,11.0
58,0.0,37.0,61.0,32.0,271.0,0.0,0.0,0.0,0.0,0.0,200.0,575.0,69.0,0.0,18.0,0.0,0.0,148.0,0.0,877.0,105.0,485.0,176.0,435.0,799.0,0.0,349.0,1096.0,765.0,0.0
59,0.0,0.0,45.0,13.0,336.0,0.0,0.0,0.0,0.0,21.0,242.0,501.0,68.0,0.0,0.0,21.0,0.0,111.0,34.0,823.0,92.0,676.0,243.0,496.0,802.0,36.0,312.0,1165.0,826.0,0.0
60,0.0,0.0,25.0,93.0,363.0,0.0,10.0,0.0,0.0,0.0,295.0,508.0,11.0,0.0,0.0,0.0,0.0,89.0,0.0,991.0,130.0,675.0,219.0,550.0,996.0,0.0,286.0,1368.0,787.0,0.0
61,0.0,0.0,55.0,21.0,359.0,0.0,0.0,0.0,0.0,52.0,386.0,507.0,72.0,0.0,47.0,0.0,0.0,101.0,0.0,1287.0,111.0,753.0,171.0,568.0,922.0,0.0,240.0,1015.0,937.0,0.0
62,0.0,20.0,71.0,45.0,351.0,0.0,0.0,0.0,0.0,0.0,284.0,319.0,56.0,0.0,0.0,0.0,0.0,116.0,0.0,875.0,101.0,727.0,218.0,582.0,1100.0,44.0,278.0,1241.0,982.0,0.0
63,0.0,0.0,56.0,44.0,297.0,0.0,0.0,0.0,0.0,0.0,256.0,616.0,65.0,0.0,0.0,0.0,0.0,130.0,0.0,942.0,190.0,744.0,209.0,647.0,819.0,17.0,302.0,1172.0,818.0,0.0
64,0.0,0.0,64.0,93.0,422.0,0.0,0.0,0.0,0.0,0.0,269.0,509.0,75.0,0.0,9.0,0.0,0.0,108.0,0.0,688.0,168.0,690.0,322.0,553.0,585.0,0.0,236.0,811.0,708.0,0.0
65,0.0,0.0,38.0,46.0,392.0,0.0,7.0,0.0,0.0,30.0,274.0,442.0,120.0,0.0,0.0,25.0,0.0,110.0,8.0,725.0,155.0,520.0,244.0,514.0,435.0,76.0,222.0,890.0,726.0,0.0
66,0.0,0.0,33.0,37.0,437.0,0.0,12.0,0.0,0.0,0.0,312.0,428.0,85.0,0.0,0.0,0.0,19.0,116.0,0.0,709.0,199.0,555.0,219.0,597.0,680.0,50.0,166.0,889.0,616.0,0.0
67,0.0,0.0,30.0,20.0,257.0,0.0,14.0,0.0,0.0,0.0,227.0,318.0,135.0,0.0,66.0,0.0,20.0,81.0,0.0,765.0,220.0,558.0,161.0,544.0,709.0,31.0,155.0,762.0,580.0,0.0
68,0.0,49.0,38.0,49.0,540.0,0.0,26.0,1.0,0.0,18.0,494.0,447.0,167.0,0.0,115.0,41.0,55.0,262.0,4.0,906.0,250.0,893.0,294.0,1095.0,858.0,130.0,488.0,1205.0,1231.0,0.0
69,0.0,14.0,26.0,37.0,605.0,0.0,68.0,0.0,0.0,16.0,308.0,463.0,71.0,1.0,40.0,8.0,53.0,209.0,2.0,832.0,234.0,753.0,222.0,684.0,832.0,99.0,355.0,1178.0,1243.0,0.0
70,0.0,24.0,59.0,49.0,539.0,0.0,57.0,0.0,0.0,51.0,257.0,524.0,137.0,2.0,33.0,38.0,88.0,180.0,8.0,726.0,252.0,936.0,252.0,817.0,844.0,98.0,366.0,1421.0,1159.0,0.0
71,0.0,22.0,75.0,56.0,416.0,0.0,75.0,0.0,3.0,37.0,438.0,451.0,81.0,2.0,32.0,18.0,50.0,239.0,6.0,721.0,242.0,844.0,292.0,655.0,954.0,92.0,487.0,1799.0,1271.0,0.0
72,0.0,13.0,31.0,104.0,493.0,3.0,97.0,0.0,0.0,27.0,530.0,621.0,55.0,0.0,16.0,10.0,112.0,120.0,0.0,806.0,249.0,949.0,145.0,682.0,844.0,67.0,336.0,2251.0,1054.0,0.0
73,1.0,12.0,85.0,107.0,482.0,9.0,45.0,0.0,3.0,11.0,559.0,790.0,26.0,0.0,5.0,25.0,73.0,118.0,0.0,1195.0,178.0,950.0,191.0,520.0,1209.0,107.0,475.0,2722.0,1418.0,0.0
74,5.0,21.0,141.0,36.0,462.0,0.0,57.0,0.0,1.0,10.0,530.0,542.0,74.0,0.0,6.0,20.0,97.0,65.0,13.0,1188.0,261.0,730.0,182.0,564.0,992.0,128.0,528.0,2220.0,1211.0,0.0
75,0.0,40.0,96.0,55.0,380.0,0.0,38.0,0.0,1.0,33.0,667.0,607.0,68.0,0.0,0.0,62.0,43.0,51.0,1.0,888.0,213.0,784.0,151.0,473.0,982.0,120.0,774.0,2369.0,904.0,0.0
76,0.0,84.0,49.0,42.0,446.0,1.0,147.0,1.0,0.0,7.0,425.0,386.0,31.0,1.0,0.0,83.0,51.0,133.0,0.0,896.0,106.0,686.0,155.0,473.0,957.0,66.0,486.0,1500.0,755.0,0.0
77,0.0,50.0,92.0,60.0,359.0,0.0,83.0,0.0,2.0,55.0,383.0,476.0,34.0,0.0,0.0,78.0,36.0,29.0,1.0,725.0,172.0,609.0,155.0,342.0,1514.0,77.0,614.0,1667.0,813.0,0.0
78,0.0,36.0,161.0,71.0,285.0,2.0,10.0,0.0,2.0,14.0,308.0,469.0,70.0,1.0,0.0,107.0,23.0,3.0,28.0,798.0,175.0,675.0,140.0,384.0,1116.0,81.0,555.0,1474.0,692.0,0.0
79,1.0,17.0,90.0,49.0,452.0,4.0,72.0,1.0,2.0,30.0,510.0,684.0,24.0,0.0,2.0,22.0,0.0,83.0,32.0,717.0,220.0,591.0,258.0,409.0,1348.0,122.0,614.0,1274.0,719.0,0.0
80,0.0,26.0,78.0,69.0,301.0,2.0,23.0,0.0,0.0,15.0,321.0,481.0,29.0,0.0,2.0,14.0,2.0,59.0,15.0,730.0,144.0,372.0,92.0,304.0,1263.0,199.0,566.0,1500.0,942.0,0.0
81,0.0,17.0,46.0,97.0,390.0,5.0,20.0,0.0,0.0,15.0,607.0,429.0,20.0,0.0,16.0,38.0,5.0,2.0,0.0,734.0,135.0,404.0,135.0,674.0,1554.0,269.0,461.0,1390.0,1396.0,0.0
82,0.0,7.0,59.0,40.0,319.0,8.0,30.0,0.0,0.0,35.0,244.0,413.0,25.0,31.0,19.0,35.0,4.0,36.0,0.0,827.0,161.0,455.0,136.0,570.0,1356.0,262.0,325.0,1027.0,917.0,0.0
83,1.0,3.0,31.0,30.0,313.0,3.0,3.0,0.0,0.0,17.0,286.0,372.0,73.0,3.0,8.0,24.0,14.0,31.0,0.0,606.0,105.0,308.0,132.0,599.0,1094.0,141.0,277.0,1015.0,945.0,2.0
84,0.0,14.0,17.0,18.0,305.0,0.0,0.0,0.0,2.0,7.0,278.0,465.0,29.0,2.0,0.0,46.0,8.0,23.0,0.0,565.0,139.0,452.0,181.0,672.0,843.0,195.0,263.0,951.0,994.0,8.0
85,0.0,24.0,41.0,50.0,245.0,7.0,114.0,0.0,0.0,10.0,364.0,487.0,53.0,0.0,0.0,25.0,9.0,32.0,0.0,613.0,248.0,565.0,253.0,634.0,1126.0,243.0,241.0,1039.0,2013.0,5.0
86,0.0,34.0,39.0,36.0,193.0,0.0,2.0,0.0,0.0,44.0,328.0,340.0,42.0,0.0,22.0,15.0,9.0,28.0,0.0,595.0,149.0,656.0,189.0,1025.0,1135.0,243.0,438.0,1266.0,1293.0,13.0
87,1.0,77.0,6.0,75.0,234.0,12.0,8.0,0.0,0.0,42.0,417.0,514.0,49.0,0.0,0.0,54.0,12.0,38.0,0.0,657.0,320.0,733.0,210.0,1110.0,1829.0,364.0,389.0,1895.0,1401.0,0.0
88,3.0,39.0,59.0,18.0,252.0,2.0,0.0,0.0,0.0,199.0,456.0,575.0,98.0,1.0,29.0,125.0,1.0,4.0,0.0,1006.0,193.0,874.0,194.0,1085.0,2306.0,326.0,489.0,3323.0,2206.0,5.0
89,4.0,44.0,21.0,8.0,350.0,6.0,0.0,0.0,0.0,36.0,462.0,764.0,41.0,3.0,4.0,148.0,11.0,58.0,0.0,1032.0,94.0,865.0,225.0,1088.0,2673.0,422.0,472.0,3046.0,2441.0,0.0
90,1.0,71.0,64.0,24.0,417.0,9.0,5.0,0.0,0.0,22.0,273.0,919.0,62.0,0.0,0.0,29.0,12.0,28.0,4.0,925.0,161.0,687.0,135.0,1403.0,3185.0,508.0,382.0,2540.0,1535.0,0.0
91,1.0,25.0,11.0,20.0,189.0,13.0,0.0,0.0,2.0,13.0,299.0,760.0,71.0,0.0,0.0,24.0,7.0,2.0,1.0,1046.0,100.0,727.0,198.0,1313.0,2197.0,360.0,598.0,2067.0,1523.0,0.0
92,0.0,40.0,139.0,69.0,331.0,2.0,8.0,0.0,0.0,0.0,278.0,620.0,134.0,0.0,0.0,90.0,12.0,8.0,0.0,1063.0,138.0,675.0,182.0,1208.0,2186.0,267.0,520.0,1625.0,1707.0,2.0
93,4.0,52.0,32.0,48.0,374.0,0.0,3.0,2.0,0.0,5.0,382.0,555.0,92.0,0.0,0.0,57.0,6.0,104.0,0.0,736.0,180.0,570.0,192.0,921.0,1835.0,187.0,530.0,1697.0,1406.0,9.0
94,8.0,69.0,69.0,10.0,271.0,12.0,8.0,15.0,0.0,4.0,387.0,586.0,122.0,0.0,0.0,118.0,3.0,81.0,6.0,989.0,155.0,548.0,169.0,594.0,1630.0,402.0,596.0,1707.0,1193.0,0.0
